postcode,ward
SS99 9DE,OUT OF AREA
SS99 9DF,OUT OF AREA
SS99 9DG,OUT OF AREA
SS99 9DH,OUT OF AREA
SS99 9DJ,OUT OF AREA
SS99 9DL,OUT OF AREA
SS99 9DN,OUT OF AREA
SS99 9DP,OUT OF AREA
SS99 9DQ,OUT OF AREA
SS99 9DR,OUT OF AREA
SS99 9DS,OUT OF AREA
SS99 9DT,OUT OF AREA
SS99 9DU,OUT OF AREA
SS99 9DW,OUT OF AREA
SS99 9DX,OUT OF AREA
SS99 9DY,OUT OF AREA
SS99 9DZ,OUT OF AREA
SS99 9EA,OUT OF AREA
SS99 9EB,OUT OF AREA
SS99 9ED,OUT OF AREA
SS99 9EE,OUT OF AREA
SS99 9EF,OUT OF AREA
SS99 9EG,OUT OF AREA
SS99 9LL,OUT OF AREA
SS99 9UU,OUT OF AREA
SS99 9WA,OUT OF AREA
SS99 9WE,OUT OF AREA
SS99 9WG,OUT OF AREA
SS99 9WN,OUT OF AREA
SS99 9YG,OUT OF AREA
SS99 9YH,OUT OF AREA
SS99 9YJ,OUT OF AREA
SS99 9YL,OUT OF AREA
SS99 9YN,OUT OF AREA
SS99 9YP,OUT OF AREA
SS99 9YQ,OUT OF AREA
SS99 9YR,OUT OF AREA
SS99 9YS,OUT OF AREA
SS99 9YT,OUT OF AREA
SS99 9YU,OUT OF AREA
SS99 9YW,OUT OF AREA
SS99 9YX,OUT OF AREA
SS99 9YY,OUT OF AREA
